lang,QID,policy_name_en,category,policy_type
mk,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
ml,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
mr,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
ms,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
nds-nl,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
nl,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
no,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
pl,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
pt,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
ro,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
ru,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
sco,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
sh,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
simple,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
si,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
sk,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
sl,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
sq,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
sr,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
sv,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
ta,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
te,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
th,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
tl,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
tr,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
tt,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
uk,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
ur,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
uz,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
vi,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
yi,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
zh-yue,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
zh,Q4663356,Wikipedia:Assume good faith,Behavioral,Guideline
ar,Q4654351,Wikipedia:Consensus,Conduct,Policy
arz,Q4654351,Wikipedia:Consensus,Conduct,Policy
as,Q4654351,Wikipedia:Consensus,Conduct,Policy
azb,Q4654351,Wikipedia:Consensus,Conduct,Policy
az,Q4654351,Wikipedia:Consensus,Conduct,Policy
ba,Q4654351,Wikipedia:Consensus,Conduct,Policy
be-tarask,Q4654351,Wikipedia:Consensus,Conduct,Policy
be,Q4654351,Wikipedia:Consensus,Conduct,Policy
bg,Q4654351,Wikipedia:Consensus,Conduct,Policy
bn,Q4654351,Wikipedia:Consensus,Conduct,Policy
br,Q4654351,Wikipedia:Consensus,Conduct,Policy
bs,Q4654351,Wikipedia:Consensus,Conduct,Policy
ca,Q4654351,Wikipedia:Consensus,Conduct,Policy
ckb,Q4654351,Wikipedia:Consensus,Conduct,Policy
cs,Q4654351,Wikipedia:Consensus,Conduct,Policy
cy,Q4654351,Wikipedia:Consensus,Conduct,Policy
da,Q4654351,Wikipedia:Consensus,Conduct,Policy
el,Q4654351,Wikipedia:Consensus,Conduct,Policy
en,Q4654351,Wikipedia:Consensus,Conduct,Policy
eo,Q4654351,Wikipedia:Consensus,Conduct,Policy
es,Q4654351,Wikipedia:Consensus,Conduct,Policy
fa,Q4654351,Wikipedia:Consensus,Conduct,Policy
fi,Q4654351,Wikipedia:Consensus,Conduct,Policy
fr,Q4654351,Wikipedia:Consensus,Conduct,Policy
gan,Q4654351,Wikipedia:Consensus,Conduct,Policy
gl,Q4654351,Wikipedia:Consensus,Conduct,Policy
hi,Q4654351,Wikipedia:Consensus,Conduct,Policy
hr,Q4654351,Wikipedia:Consensus,Conduct,Policy
hu,Q4654351,Wikipedia:Consensus,Conduct,Policy
hy,Q4654351,Wikipedia:Consensus,Conduct,Policy
ia,Q4654351,Wikipedia:Consensus,Conduct,Policy
id,Q4654351,Wikipedia:Consensus,Conduct,Policy
it,Q4654351,Wikipedia:Consensus,Conduct,Policy
ja,Q4654351,Wikipedia:Consensus,Conduct,Policy
ka,Q4654351,Wikipedia:Consensus,Conduct,Policy
kk,Q4654351,Wikipedia:Consensus,Conduct,Policy
ko,Q4654351,Wikipedia:Consensus,Conduct,Policy
lt,Q4654351,Wikipedia:Consensus,Conduct,Policy
mk,Q4654351,Wikipedia:Consensus,Conduct,Policy
ml,Q4654351,Wikipedia:Consensus,Conduct,Policy
ms,Q4654351,Wikipedia:Consensus,Conduct,Policy
mt,Q4654351,Wikipedia:Consensus,Conduct,Policy
ne,Q4654351,Wikipedia:Consensus,Conduct,Policy
nl,Q4654351,Wikipedia:Consensus,Conduct,Policy
no,Q4654351,Wikipedia:Consensus,Conduct,Policy
pl,Q4654351,Wikipedia:Consensus,Conduct,Policy
ps,Q4654351,Wikipedia:Consensus,Conduct,Policy
pt,Q4654351,Wikipedia:Consensus,Conduct,Policy
ro,Q4654351,Wikipedia:Consensus,Conduct,Policy
ru,Q4654351,Wikipedia:Consensus,Conduct,Policy
sah,Q4654351,Wikipedia:Consensus,Conduct,Policy
scn,Q4654351,Wikipedia:Consensus,Conduct,Policy
sd,Q4654351,Wikipedia:Consensus,Conduct,Policy
sh,Q4654351,Wikipedia:Consensus,Conduct,Policy
simple,Q4654351,Wikipedia:Consensus,Conduct,Policy
si,Q4654351,Wikipedia:Consensus,Conduct,Policy
sk,Q4654351,Wikipedia:Consensus,Conduct,Policy
sl,Q4654351,Wikipedia:Consensus,Conduct,Policy
sq,Q4654351,Wikipedia:Consensus,Conduct,Policy
sr,Q4654351,Wikipedia:Consensus,Conduct,Policy
sv,Q4654351,Wikipedia:Consensus,Conduct,Policy
ta,Q4654351,Wikipedia:Consensus,Conduct,Policy
te,Q4654351,Wikipedia:Consensus,Conduct,Policy
tg,Q4654351,Wikipedia:Consensus,Conduct,Policy
th,Q4654351,Wikipedia:Consensus,Conduct,Policy
tl,Q4654351,Wikipedia:Consensus,Conduct,Policy
tr,Q4654351,Wikipedia:Consensus,Conduct,Policy
tt,Q4654351,Wikipedia:Consensus,Conduct,Policy
uk,Q4654351,Wikipedia:Consensus,Conduct,Policy
ur,Q4654351,Wikipedia:Consensus,Conduct,Policy
uz,Q4654351,Wikipedia:Consensus,Conduct,Policy
vec,Q4654351,Wikipedia:Consensus,Conduct,Policy
vi,Q4654351,Wikipedia:Consensus,Conduct,Policy
yi,Q4654351,Wikipedia:Consensus,Conduct,Policy
zh-min-nan,Q4654351,Wikipedia:Consensus,Conduct,Policy
zh-yue,Q4654351,Wikipedia:Consensus,Conduct,Policy
zh,Q4654351,Wikipedia:Consensus,Conduct,Policy
af,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
als,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
ar,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
arz,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
as,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
azb,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
az,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
ba,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
be-tarask,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
be,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
bg,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
bn,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
br,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
bs,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
ceb,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
ce,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
ckb,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
cs,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
da,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
de,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
el,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
en,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
eo,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
es,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
fa,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
fi,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
fr,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
gl,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
hi,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
hr,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
hu,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
hy,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
id,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
ilo,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
is,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
it,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
ja,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
jv,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
ka,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
ko,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
ks,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
lv,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
min,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
mk,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
ml,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
mr,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
ms,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
mt,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
nl,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
no,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
pa,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
pl,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
pt,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
ro,Q4654725,Wikipedia:No personal attacks,Conduct,Policy
